customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-00950,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.25,3577.78,No
TC-00951,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.01,2261.16,No
TC-00952,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.89,1884.12,Yes
TC-00953,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),81.51,3243.71,No
TC-00954,Female,0,No,No,64,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.29,3151.0,No
TC-00955,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),104.66,5618.65,No
TC-00956,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),53.96,1909.13,No
TC-00957,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.51,1973.46,No
TC-00958,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,116.03,2104.71,No
TC-00959,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.54,1610.78,No
TC-00960,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,74.48,1325.5,No
TC-00961,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,104.38,2814.88,No
TC-00962,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.48,200.73,Yes
TC-00963,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),19.53,580.06,No
TC-00964,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),107.63,6093.52,No
TC-00965,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.96,4278.75,No
TC-00966,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.04,1654.8,No
TC-00967,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.63,701.79,No
TC-00968,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),97.96,6017.13,No
TC-00969,Female,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.21,2456.78,Yes
TC-00970,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),91.26,5524.63,No
TC-00971,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.72,1881.22,Yes
TC-00972,Male,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.0,6602.64,No
TC-00973,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,100.11,5635.42,Yes
TC-00974,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.69,1057.63,No
TC-00975,Female,0,No,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.1,7102.01,Yes
TC-00976,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.52,1373.9,No
TC-00977,Female,0,Yes,Yes,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.02,2021.66,No
TC-00978,Female,1,No,Yes,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),39.85,2404.88,No
TC-00979,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),91.38,4536.77,No
TC-00980,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.73,2125.88,No
TC-00981,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),44.24,485.84,No
TC-00982,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,78.48,4465.53,No
TC-00983,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.23,139.43,No
TC-00984,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.92,999.79,Yes
TC-00985,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,62.91,1448.35,No
TC-00986,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.15,1927.68,No
TC-00987,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),108.36,4513.43,No
TC-00988,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),19.36,19.36,No
TC-00989,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.61,1842.34,No
TC-00990,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,77.74,1794.65,No
TC-00991,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.77,3185.97,No
TC-00992,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.02,143.05,No
TC-00993,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.18,3463.66,No
TC-00994,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.28,2642.59,Yes
TC-00995,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,41.46,1382.23,No
TC-00996,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.0,6433.26,No
TC-00997,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,48.7,97.26,Yes
TC-00998,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,37.84,633.36,Yes
TC-00999,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.2,2148.34,Yes
TC-01000,Male,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.11,1027.33,No
TC-01001,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.73,2416.55,Yes
TC-01002,Male,0,No,Yes,47,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,36.21,1723.84,No
TC-01003,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.67,427.67,No
TC-01004,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.25,1936.38,No
TC-01005,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),40.63,2423.12,Yes
TC-01006,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.25,2504.55,No
TC-01007,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,113.01,3320.58,Yes
TC-01008,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,109.38,1771.79,No
TC-01009,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),26.51,1855.13,No
TC-01010,Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),51.58,3001.0,No
TC-01011,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.63,3251.95,No
TC-01012,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),39.16,2422.74,No
TC-01013,Female,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.56,3812.3,No
TC-01014,Male,0,No,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,92.8,1343.97,No
TC-01015,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.93,27.93,No
TC-01016,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.17,1051.79,No
TC-01017,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),44.08,2129.67,No
TC-01018,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.24,2659.82,No
TC-01019,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.19,2546.73,No
TC-01020,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.81,1643.52,Yes
TC-01021,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,104.17,6664.63,No
TC-01022,Male,0,No,No,65,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),107.96,7004.21,Yes
TC-01023,Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.91,5273.63,No
TC-01024,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),66.11,2834.93,No
TC-01025,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),22.42,279.76,No
TC-01026,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),111.71,4247.53,No
TC-01027,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.13,1726.47,No
TC-01028,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),71.46,748.03,No
TC-01029,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.95,2728.08,No
TC-01030,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.42,86.42,Yes
TC-01031,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.47,6664.09,No
TC-01032,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),51.0,1357.36,No
TC-01033,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,97.96,6539.07,No
TC-01034,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.11,2778.96,No
TC-01035,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,66.77,4736.72,No
TC-01036,Female,1,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.33,714.04,No
TC-01037,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.28,1933.87,Yes
TC-01038,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.93,4352.93,Yes
TC-01039,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,21.89,889.08,No
TC-01040,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,56.18,3939.08,No
TC-01041,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.27,406.87,No
TC-01042,Female,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.06,2438.81,No
TC-01043,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),116.02,4502.49,No
TC-01044,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.3,1238.15,No
TC-01045,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,69.56,41.09,No
TC-01046,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,31.02,801.02,Yes
TC-01047,Male,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.4,646.72,No
TC-01048,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.55,366.58,Yes
TC-01049,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,66.97,4151.5,Yes
TC-01050,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.14,4524.27,Yes
TC-01051,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.67,2895.13,No
TC-01052,Male,1,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.44,375.67,No
TC-01053,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.1,436.71,Yes
TC-01054,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.48,1413.22,No
TC-01055,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,109.79,108.01,No
TC-01056,Male,1,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),20.9,321.44,No
TC-01057,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.96,22.96,No
TC-01058,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.83,982.7,Yes
TC-01059,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,81.23,3961.81,No
TC-01060,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.8,503.52,Yes
TC-01061,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),24.16,1259.54,No
TC-01062,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,101.63,3570.98,No
TC-01063,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.02,4333.77,No
TC-01064,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),57.64,933.81,No
TC-01065,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.69,5210.27,No
TC-01066,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.46,515.79,Yes
TC-01067,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.79,4499.73,No
TC-01068,Male,1,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.05,5005.97,No
TC-01069,Male,0,Yes,No,69,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,28.77,1995.68,No
TC-01070,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.69,4654.65,No
TC-01071,Male,0,No,Yes,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,96.85,927.03,No
TC-01072,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.91,6363.41,No
TC-01073,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69.38,896.66,No
TC-01074,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.49,2756.7,No
TC-01075,Male,0,No,No,57,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,53.31,3133.06,No
TC-01076,Male,0,No,No,67,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.98,5399.03,No
TC-01077,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.08,974.44,No
TC-01078,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.17,778.05,No
TC-01079,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.64,5592.48,No
TC-01080,Male,1,No,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,75.37,3431.3,No
TC-01081,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,24.28,1045.23,No
TC-01082,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.69,1529.19,Yes
TC-01083,Male,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.42,2018.86,No
TC-01084,Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),88.08,4946.16,No
TC-01085,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),19.07,691.22,No
TC-01086,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),60.84,3981.95,No
TC-01087,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.66,5846.58,No
TC-01088,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.51,542.72,No
TC-01089,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.24,517.9,Yes
TC-01090,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),40.32,1746.02,No
TC-01091,Female,1,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.75,1751.98,Yes
TC-01092,Male,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),106.41,3548.96,Yes
TC-01093,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),54.25,2598.75,No
TC-01094,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.55,1116.97,No
TC-01095,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,26.96,26.96,No
TC-01096,Female,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),50.47,2684.96,No
TC-01097,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.17,1453.3,No
